,Stkcd,year,EX_INDAT_read,AT
9820,300775,2020,7.0,6089.0
9821,300776,2019,9.0,8828.0
9822,300776,2020,16.0,3130.0
9824,300777,2020,2.0,3126.0
9825,300778,2019,1.0,4755.0
9826,300778,2020,1.0,3745.0
9827,300779,2019,2.0,8138.0
9828,300779,2020,2.0,1812.0
9829,300780,2019,10.0,8530.0
9830,300780,2020,8.0,2807.0
9831,300781,2019,4.0,6770.0
9832,300781,2020,8.0,5650.0
9836,300783,2020,12.0,5177.0
9838,300785,2020,13.0,2993.0
9839,300786,2019,9.0,4067.0
9840,300786,2020,16.0,3850.0
9841,300787,2019,74.0,3658.0
9842,300787,2020,70.0,5456.0
9843,300788,2019,1.0,4896.0
9844,300788,2020,2.0,687.0
9845,300789,2019,31.0,4308.0
9846,300789,2020,23.0,2764.0
9847,300790,2019,74.0,7158.0
9848,300790,2020,70.0,2915.0
9849,300791,2019,4.0,2254.0
9850,300791,2020,5.0,1514.0
9851,300792,2019,15.0,4724.0
9852,300792,2020,13.0,2953.0
9853,300793,2019,74.0,6675.0
9854,300793,2020,70.0,5540.0
9855,300796,2019,16.0,2045.0
9856,300796,2020,12.0,1951.0
9857,300797,2019,1.0,6015.0
9858,300797,2020,1.0,7025.0
9859,300798,2019,16.0,2817.0
9860,300798,2020,12.0,4779.0
9861,300799,2019,31.0,9688.0
9862,300799,2020,23.0,6499.0
9863,300800,2019,0.0,2775.0
9864,300800,2020,3.0,2724.0
9865,300801,2019,16.0,2684.0
9866,300801,2020,12.0,6169.0
9867,300802,2019,74.0,3529.0
9868,300802,2020,70.0,3117.0
9869,300805,2019,4.0,2503.0
9870,300805,2020,8.0,6275.0
9871,300806,2019,4.0,3386.0
9872,300806,2020,5.0,2200.0
9873,300807,2019,74.0,
9874,300807,2020,70.0,5273.0
9875,300808,2019,22.0,2203.0
9876,300808,2020,27.0,3077.0
9877,300809,2019,10.0,2338.0
9878,300809,2020,8.0,3282.0
9879,300810,2019,31.0,5996.0
9880,300810,2020,23.0,3814.0
9881,300811,2019,74.0,3.0
9882,300811,2020,70.0,4488.0
9883,300812,2019,9.0,2.0
9884,300812,2020,16.0,4556.0
9885,300813,2019,9.0,
9886,300813,2020,16.0,3506.0
9887,300815,2019,0.0,
9888,300815,2020,0.0,4384.0
9889,300816,2019,2.0,
9890,300816,2020,2.0,2893.0
9891,300817,2019,10.0,
9892,300817,2020,8.0,4731.0
9893,300818,2019,9.0,
9894,300818,2020,16.0,3544.0
9895,300819,2019,2.0,
9896,300819,2020,3.0,7824.0
9897,300820,2019,22.0,
9898,300820,2020,27.0,7500.0
9900,300822,2020,70.0,3674.0
9901,300823,2020,16.0,2648.0
9902,300824,2020,27.0,5691.0
9903,300825,2020,1.0,8093.0
9904,300826,2020,1.0,3622.0
9905,300827,2020,27.0,4823.0
9906,300828,2020,0.0,4492.0
9907,300829,2020,5.0,5395.0
9908,300830,2020,23.0,6087.0
9909,300831,2020,70.0,9102.0
9910,300832,2020,37.0,5058.0
9911,300833,2020,27.0,3740.0
9912,300835,2020,70.0,4435.0
9913,300836,2020,16.0,2643.0
9914,300837,2020,16.0,1647.0
9915,300838,2020,3.0,2441.0
9916,300839,2020,1.0,2532.0
9917,300840,2020,4.0,8010.0
9918,300841,2020,37.0,11592.0
9919,300842,2020,70.0,4089.0
9920,300843,2020,70.0,5455.0
9921,300845,2020,23.0,3584.0
9922,300846,2020,23.0,6296.0
9923,300847,2020,70.0,6503.0
9924,300848,2020,12.0,3617.0
9925,300849,2020,5.0,4182.0
9926,300850,2020,8.0,6930.0
9927,300851,2020,23.0,2643.0
9928,300852,2020,70.0,6002.0
9929,300853,2020,8.0,4751.0
9930,300855,2020,10.0,8285.0
9931,300856,2020,12.0,6039.0
9932,300857,2020,70.0,9720.0
9933,300858,2020,5.0,5479.0
9934,300860,2020,0.0,10734.0
9935,300861,2020,10.0,8550.0
9936,300862,2020,3.0,8633.0
9938,300864,2020,2.0,4765.0
9939,300865,2020,16.0,6010.0
9940,300866,2020,70.0,7396.0
9941,300867,2020,2.0,11312.0
9942,300868,2020,5.0,7034.0
9944,300870,2020,70.0,9649.0
9945,300871,2020,37.0,7035.0
9947,300873,2020,0.0,6118.0
9948,300875,2020,16.0,9207.0
9949,300876,2020,2.0,7135.0
9951,300878,2020,37.0,6175.0
9952,300879,2020,16.0,11049.0
9953,300880,2020,3.0,9162.0
9954,300881,2020,0.0,7525.0
9955,300882,2020,3.0,8175.0
9957,300884,2020,70.0,5776.0
9958,300885,2020,0.0,5606.0
9959,300886,2020,12.0,5767.0
9960,300887,2020,1.0,7853.0
9962,300889,2020,27.0,7355.0
9963,300890,2020,10.0,10910.0
9964,300891,2020,12.0,11241.0
9965,300892,2020,12.0,8106.0
9966,300893,2020,15.0,5026.0
9967,300894,2020,27.0,
9968,300895,2020,23.0,6663.0
9969,300896,2020,16.0,4196.0
9970,300897,2020,3.0,2144.0
9971,300898,2020,5.0,6449.0
9972,300899,2020,2.0,2560.0
9974,300901,2020,1.0,6852.0
9975,300902,2020,16.0,4820.0
9976,300903,2020,70.0,6292.0
9977,300905,2020,5.0,4767.0
9978,300906,2020,7.0,2955.0
9979,300907,2020,8.0,4751.0
9980,300908,2020,5.0,6933.0
9981,300909,2020,70.0,5089.0
9982,300910,2020,12.0,5310.0
9983,300911,2020,27.0,410.0
9984,300912,2020,2.0,347.0
9985,300913,2020,27.0,352.0
9986,300915,2020,5.0,556.0
9987,300916,2020,70.0,435.0
9988,300917,2020,10.0,2.0
9989,300918,2020,3.0,3.0
9990,300919,2020,70.0,3.0
9991,300920,2020,5.0,1.0
9992,300921,2020,13.0,2.0
9993,300922,2020,1.0,
9994,300923,2020,7.0,
9995,300925,2020,23.0,2.0
9996,300926,2020,15.0,1.0
9997,300927,2020,12.0,2.0
9998,300928,2020,1.0,11.0
9999,300929,2020,2.0,
10000,300930,2020,2.0,
10001,300931,2020,8.0,
10002,300932,2020,27.0,
10003,300933,2020,27.0,
10004,300935,2020,23.0,
10005,300936,2020,70.0,
10006,300937,2020,5.0,
10007,300938,2020,1.0,
10008,300939,2020,70.0,
10009,300940,2020,70.0,1.0
10010,300941,2020,23.0,
10011,300942,2020,37.0,
10012,300943,2020,8.0,
10013,300945,2020,12.0,
10014,300946,2020,0.0,
10015,300947,2020,8.0,
10016,300948,2020,2.0,
10017,300949,2020,1.0,
10018,300950,2020,16.0,
10019,300951,2020,70.0,
10020,300952,2020,3.0,
10021,300953,2020,16.0,
10022,300955,2020,12.0,
10023,300956,2020,70.0,
10024,300957,2020,12.0,
10025,300958,2020,2.0,
10026,300959,2020,23.0,
10027,300960,2020,7.0,
10028,300961,2020,2.0,
10029,300962,2020,1.0,
10030,300963,2020,10.0,
10031,300965,2020,70.0,
10032,300966,2020,37.0,
10033,300967,2020,4.0,
10034,300968,2020,70.0,
10035,300969,2020,15.0,
10036,300970,2020,2.0,
10037,300971,2020,8.0,
10038,300972,2020,2.0,
10039,300973,2020,5.0,
10040,300975,2020,5.0,
10041,300976,2020,70.0,
10042,300977,2020,1.0,
10043,300978,2020,15.0,
10044,300980,2020,5.0,
10046,600004,2016,,
10047,600004,2017,,
10048,600004,2018,1.0,727.0
10049,600004,2019,0.0,3740.0
10050,600004,2020,0.0,7355.0
10051,600006,2016,,
10052,600006,2017,,
10053,600006,2018,11.0,876.0
10054,600006,2019,18.0,6051.0
10056,600007,2016,,
10057,600007,2017,,
10058,600007,2018,19.0,515.0
10059,600007,2019,15.0,1473.0
10060,600007,2020,10.0,1314.0
10061,600008,2016,,
10062,600008,2017,,
10063,600008,2018,0.0,834.0
10064,600008,2019,0.0,3332.0
10065,600008,2020,0.0,4071.0
10066,600009,2016,,
10067,600009,2017,,
10068,600009,2018,1.0,730.0
10069,600009,2019,0.0,5520.0
10070,600009,2020,0.0,7767.0
10071,600010,2016,,
10072,600010,2017,,
10076,600011,2016,,
10077,600011,2017,,
10078,600011,2018,5.0,701.0
10079,600011,2019,7.0,3638.0
10080,600011,2020,5.0,4179.0
10081,600012,2016,,
10082,600012,2017,,
10083,600012,2018,1.0,511.0
10084,600012,2019,1.0,1233.0
10085,600012,2020,3.0,1198.0
10086,600017,2016,,
10087,600017,2017,,
10088,600017,2018,2.0,512.0
10089,600017,2019,2.0,2495.0
10090,600017,2020,0.0,2173.0
10091,600018,2016,,
10092,600018,2017,,
10093,600018,2018,2.0,121.0
10094,600018,2019,2.0,5306.0
10095,600018,2020,0.0,6048.0
10096,600019,2016,,
10097,600019,2017,,
10098,600019,2018,12.0,1715.0
10099,600019,2019,4.0,5677.0
10100,600019,2020,4.0,6763.0
10101,600020,2016,,
10102,600020,2017,,
10104,600020,2019,1.0,9495.0
10105,600020,2020,3.0,2809.0
10106,600021,2016,,
10107,600021,2017,,
10108,600021,2018,5.0,1201.0
10109,600021,2019,7.0,3894.0
10110,600021,2020,5.0,1555.0
10111,600022,2016,,
10112,600022,2017,,
10115,600022,2020,4.0,7980.0
10116,600023,2016,,
10117,600023,2017,,
10118,600023,2018,5.0,561.0
10119,600023,2019,7.0,3396.0
10120,600023,2020,5.0,2257.0
10121,600025,2017,,
10122,600025,2018,5.0,1141.0
10123,600025,2019,7.0,5395.0
10124,600025,2020,5.0,3764.0
10125,600026,2016,,
10126,600026,2017,,
10127,600026,2018,2.0,1113.0
10128,600026,2019,2.0,2757.0
10129,600026,2020,0.0,6758.0
10130,600027,2016,,
10131,600027,2017,,
10132,600027,2018,5.0,574.0
10133,600027,2019,7.0,3552.0
10134,600027,2020,5.0,3588.0
10135,600028,2016,,
10136,600028,2017,,
10140,600029,2016,,
10141,600029,2017,,
10143,600029,2019,0.0,6055.0
10144,600029,2020,0.0,8465.0
10145,600031,2016,,
10146,600031,2017,,
10147,600031,2018,15.0,1256.0
10150,600033,2016,,
10151,600033,2017,,
10152,600033,2018,1.0,580.0
10153,600033,2019,1.0,1273.0
10154,600033,2020,3.0,1081.0
10155,600035,2016,,
10156,600035,2017,,
10157,600035,2018,1.0,1008.0
10158,600035,2019,1.0,4116.0
10159,600035,2020,3.0,3328.0
10160,600037,2016,,
10161,600037,2017,,
10162,600037,2018,5.0,794.0
10163,600037,2019,6.0,2476.0
10164,600037,2020,6.0,10268.0
10165,600038,2016,,
10166,600038,2017,,
10167,600038,2018,10.0,651.0
10168,600038,2019,6.0,2022.0
10169,600038,2020,7.0,3620.0
10170,600039,2016,,
10171,600039,2017,,
10172,600039,2018,11.0,899.0
10173,600039,2019,8.0,3597.0
10174,600039,2020,7.0,3211.0
10175,600048,2016,,
10176,600048,2017,,
10177,600048,2018,19.0,1751.0
10178,600048,2019,15.0,7959.0
10179,600048,2020,10.0,8812.0
10180,600050,2016,,
10181,600050,2017,,
10182,600050,2018,5.0,1797.0
10185,600051,2016,,
10186,600051,2017,,
10187,600051,2018,11.0,664.0
10188,600051,2019,6.0,1813.0
10189,600051,2020,5.0,3728.0
10190,600052,2016,,
10191,600052,2017,,
10192,600052,2018,19.0,681.0
10193,600052,2019,15.0,8996.0
10194,600052,2020,3.0,2245.0
10195,600054,2016,,
10196,600054,2017,,
10197,600054,2018,0.0,722.0
10198,600054,2019,0.0,1559.0
10199,600054,2020,0.0,1519.0
10200,600055,2016,,
10201,600055,2017,,
10202,600055,2018,15.0,583.0
10203,600055,2019,9.0,1601.0
10204,600055,2020,16.0,4063.0
10205,600056,2016,,
10206,600056,2017,,
10207,600056,2018,26.0,998.0
10208,600056,2019,17.0,3698.0
10209,600056,2020,37.0,11250.0
10210,600057,2016,,
10211,600057,2017,,
10212,600057,2018,5.0,738.0
10213,600057,2019,4.0,2077.0
10214,600057,2020,8.0,3937.0
10215,600058,2016,,
10216,600058,2017,,
10217,600058,2018,11.0,627.0
10218,600058,2019,6.0,2104.0
10219,600058,2020,5.0,1828.0
10220,600059,2016,,
10221,600059,2017,,
10222,600059,2018,2.0,573.0
10223,600059,2019,3.0,3024.0
10224,600059,2020,5.0,11363.0
10225,600060,2016,,
10226,600060,2017,,
10227,600060,2018,51.0,1708.0
10230,600062,2016,,
10231,600062,2017,,
10232,600062,2018,26.0,840.0
10233,600062,2019,17.0,3032.0
10234,600062,2020,37.0,3694.0
10235,600063,2016,,
10236,600063,2017,,
10237,600063,2018,3.0,851.0
10238,600063,2019,3.0,3850.0
10239,600063,2020,2.0,6712.0
10240,600064,2016,,
10241,600064,2017,,
10243,600064,2019,15.0,9137.0
10244,600064,2020,10.0,6228.0
10245,600066,2016,,
10246,600066,2017,,
10247,600066,2018,11.0,855.0
10248,600066,2019,18.0,4152.0
10249,600066,2020,15.0,5231.0
10250,600067,2016,,
10251,600067,2017,,
10252,600067,2018,19.0,1221.0
10253,600067,2019,15.0,4627.0
10254,600067,2020,10.0,4138.0
10255,600068,2016,,
10256,600068,2017,,
10257,600068,2018,11.0,1238.0
10258,600068,2019,8.0,8169.0
10260,600069,2016,,
10261,600069,2017,,
10262,600069,2018,3.0,1378.0
10263,600069,2019,4.0,9344.0
10264,600070,2016,,
10265,600070,2017,,
10266,600070,2018,4.0,941.0
10267,600070,2019,15.0,3642.0
10268,600070,2020,13.0,3552.0
10269,600071,2016,,
10270,600071,2017,,
10271,600071,2018,0.0,649.0
10272,600071,2019,0.0,1320.0
10273,600071,2020,3.0,2041.0
10274,600072,2016,,
10275,600072,2017,,
10276,600072,2018,11.0,785.0
10278,600072,2020,7.0,7583.0
10279,600073,2016,,
10280,600073,2017,,
10281,600073,2018,3.0,989.0
10282,600073,2019,4.0,5993.0
10283,600073,2020,5.0,7804.0
10284,600074,2016,,
10285,600074,2017,,
10287,600074,2019,74.0,5199.0
10288,600075,2016,,
10289,600075,2017,,
10290,600075,2018,23.0,742.0
10291,600075,2019,16.0,4521.0
10292,600075,2020,12.0,4867.0
10293,600076,2016,,
10294,600076,2017,,
10295,600076,2018,1.0,1640.0
10296,600076,2019,0.0,4665.0
10297,600076,2020,0.0,4731.0
10298,600077,2016,,
10299,600077,2017,,
10300,600077,2018,19.0,752.0
10301,600077,2019,15.0,1745.0
10302,600077,2020,10.0,1318.0
10303,600079,2016,,
10304,600079,2017,,
10305,600079,2018,26.0,942.0
10306,600079,2019,17.0,2896.0
10307,600079,2020,37.0,4713.0
10308,600080,2016,,
10309,600080,2017,,
10311,600080,2019,17.0,6931.0
10312,600080,2020,37.0,4674.0
10313,600081,2016,,
10314,600081,2017,,
10315,600081,2018,11.0,535.0
10316,600081,2019,18.0,5204.0
10317,600081,2020,15.0,5902.0
10318,600082,2016,,
10319,600082,2017,,
10321,600082,2019,15.0,2860.0
10322,600082,2020,10.0,2399.0
10323,600085,2016,,
10324,600085,2017,,
10325,600085,2018,26.0,1683.0
10326,600085,2019,17.0,2578.0
10327,600085,2020,37.0,7968.0
10328,600086,2016,,
10329,600086,2017,,
10332,600088,2016,,
10333,600088,2017,,
10334,600088,2018,3.0,815.0
10335,600088,2019,4.0,4504.0
10336,600088,2020,3.0,4189.0
10337,600089,2016,,
10338,600089,2017,,
10339,600089,2018,22.0,1446.0
10340,600089,2019,22.0,5342.0
10342,600094,2016,,
10343,600094,2017,,
10344,600094,2018,19.0,1001.0
10345,600094,2019,15.0,5573.0
10346,600094,2020,10.0,9900.0
10347,600096,2016,,
10348,600096,2017,,
10349,600096,2018,23.0,1337.0
10350,600096,2019,16.0,6461.0
10351,600096,2020,12.0,4192.0
10352,600097,2016,,
10353,600097,2017,,
10354,600097,2018,0.0,453.0
10355,600097,2019,0.0,1005.0
10356,600097,2020,1.0,2020.0
10357,600098,2016,,
10358,600098,2017,,
10359,600098,2018,5.0,555.0
10360,600098,2019,7.0,1252.0
10361,600098,2020,5.0,2810.0
10362,600099,2016,,
10363,600099,2017,,
10364,600099,2018,10.0,582.0
10365,600099,2019,6.0,1329.0
10366,600099,2020,7.0,1406.0
10367,600100,2016,,
10368,600100,2017,,
10371,600100,2020,70.0,9417.0
10372,600101,2016,,
10373,600101,2017,,
10374,600101,2018,5.0,633.0
10375,600101,2019,7.0,1631.0
10376,600101,2020,5.0,1363.0
10377,600103,2016,,
10378,600103,2017,,
10379,600103,2018,3.0,496.0
10380,600103,2019,4.0,2750.0
10381,600103,2020,0.0,5688.0
10382,600104,2016,,
10383,600104,2017,,
10385,600104,2019,18.0,9885.0
10387,600105,2016,,
10388,600105,2017,,
10389,600105,2018,22.0,806.0
10390,600105,2019,22.0,6855.0
10392,600106,2016,,
10393,600106,2017,,
10394,600106,2018,1.0,657.0
10395,600106,2019,1.0,1573.0
10396,600106,2020,3.0,2009.0
10397,600107,2016,,
10398,600107,2017,,
10399,600107,2018,3.0,1142.0
10400,600107,2019,2.0,2276.0
10401,600107,2020,4.0,4151.0
10402,600108,2016,,
10403,600108,2017,,
10404,600108,2018,2.0,652.0
10405,600108,2019,3.0,5389.0
10406,600108,2020,2.0,7556.0
10407,600110,2016,,
10408,600110,2017,,
10410,600110,2019,12.0,9192.0
10411,600110,2020,10.0,6772.0
10412,600111,2016,,
10413,600111,2017,,
10414,600111,2018,17.0,1676.0
10417,600113,2016,,
10418,600113,2017,,
10419,600113,2018,5.0,819.0
10420,600113,2019,4.0,2738.0
10421,600113,2020,8.0,3340.0
10422,600114,2016,,
10423,600114,2017,,
10424,600114,2018,2.0,759.0
10425,600114,2019,3.0,3426.0
10426,600114,2020,0.0,4516.0
10427,600115,2016,,
10428,600115,2017,,
10429,600115,2018,1.0,1383.0
10430,600115,2019,0.0,5228.0
10431,600115,2020,0.0,6537.0
10432,600116,2016,,
10433,600116,2017,,
10434,600116,2018,5.0,799.0
10435,600116,2019,7.0,2124.0
10436,600116,2020,5.0,2475.0
10437,600117,2016,,
10438,600117,2017,,
10439,600117,2018,12.0,776.0
10440,600117,2019,4.0,1964.0
10441,600117,2020,4.0,2424.0
10442,600118,2016,,
10443,600118,2017,,
10444,600118,2018,51.0,933.0
10445,600118,2019,74.0,5145.0
10447,600119,2016,,
10448,600119,2017,,
10449,600119,2018,1.0,1315.0
10450,600119,2019,1.0,3423.0
10451,600119,2020,3.0,939.0
10452,600121,2016,,
10453,600121,2017,,
10454,600121,2018,2.0,718.0
10455,600121,2019,1.0,1957.0
10457,600123,2016,,
10458,600123,2017,,
10459,600123,2018,2.0,994.0
10460,600123,2019,1.0,3651.0
10461,600123,2020,0.0,3593.0
10462,600125,2016,,
10463,600125,2017,,
10464,600125,2018,0.0,1158.0
10465,600125,2019,0.0,4470.0
10466,600125,2020,2.0,4772.0
10467,600126,2016,,
10468,600126,2017,,
10469,600126,2018,12.0,504.0
10470,600126,2019,4.0,1367.0
10471,600126,2020,4.0,4502.0
10472,600127,2016,,
10473,600127,2017,,
10474,600127,2018,1.0,637.0
10477,600128,2016,,
10478,600128,2017,,
10480,600128,2019,6.0,6258.0
10481,600128,2020,5.0,1884.0
10482,600129,2016,,
10483,600129,2017,,
10484,600129,2018,26.0,758.0
10485,600129,2019,17.0,1661.0
10486,600129,2020,37.0,1758.0
10487,600130,2016,,
10488,600130,2017,,
10490,600130,2019,74.0,5964.0
10491,600130,2020,70.0,4614.0
10492,600131,2016,,
10493,600131,2017,,
10494,600131,2018,5.0,1754.0
10495,600131,2019,7.0,8817.0
10496,600131,2020,5.0,5726.0
10497,600132,2016,,
10498,600132,2017,,
10499,600132,2018,2.0,687.0
10500,600132,2019,3.0,3451.0
10501,600132,2020,5.0,2508.0
10502,600133,2016,,
10503,600133,2017,,
10505,600133,2019,8.0,4594.0
10506,600133,2020,7.0,6920.0
10507,600135,2016,,
10508,600135,2017,,
10509,600135,2018,23.0,630.0
10510,600135,2019,16.0,2601.0
10511,600135,2020,12.0,2694.0
10512,600136,2016,,
10513,600136,2017,,
10514,600136,2018,3.0,372.0
10515,600136,2019,4.0,3566.0
10516,600136,2020,3.0,4251.0
10517,600137,2016,,
10518,600137,2017,,
10519,600137,2018,3.0,557.0
10520,600137,2019,2.0,1142.0
10521,600137,2020,4.0,693.0
10522,600138,2016,,
10523,600138,2017,,
10524,600138,2018,5.0,784.0
10525,600138,2019,4.0,3886.0
10526,600138,2020,8.0,5970.0
10527,600141,2016,,
10528,600141,2017,,
10529,600141,2018,23.0,966.0
10530,600141,2019,16.0,6771.0
10531,600141,2020,12.0,5006.0
10532,600143,2016,,
10533,600143,2017,,
10534,600143,2018,5.0,868.0
10535,600143,2019,4.0,3872.0
10537,600148,2016,,
10538,600148,2017,,
10539,600148,2018,11.0,616.0
10540,600148,2019,18.0,1119.0
10541,600148,2020,15.0,1174.0
10542,600149,2016,,
10543,600149,2017,,
10544,600149,2018,6.0,923.0
10545,600149,2019,4.0,3127.0
10546,600149,2020,5.0,3490.0
10547,600150,2016,,
10548,600150,2017,,
10549,600150,2018,10.0,1266.0
10551,600150,2020,7.0,8804.0
10552,600151,2016,,
10553,600151,2017,,
10554,600151,2018,51.0,755.0
10555,600151,2019,74.0,3536.0
10556,600151,2020,70.0,9360.0
10557,600152,2016,,
10558,600152,2017,,
10559,600152,2018,22.0,963.0
10560,600152,2019,22.0,4297.0
10561,600152,2020,27.0,1638.0
10562,600153,2016,,
10563,600153,2017,,
10564,600153,2018,11.0,656.0
10565,600153,2019,6.0,2193.0
10566,600153,2020,5.0,3697.0
10567,600156,2016,,
10568,600156,2017,,
10569,600156,2018,4.0,784.0
10570,600156,2019,2.0,5252.0
10571,600156,2020,3.0,2300.0
10572,600157,2016,,
10573,600157,2017,,
10577,600158,2016,,
10578,600158,2017,,
10582,600159,2016,,
10583,600159,2017,,
10584,600159,2018,19.0,367.0
10585,600159,2019,15.0,958.0
10586,600159,2020,10.0,1325.0
10587,600160,2016,,
10588,600160,2017,,
10589,600160,2018,23.0,1162.0
10590,600160,2019,16.0,5957.0
10591,600160,2020,12.0,6924.0
10592,600161,2016,,
10593,600161,2017,,
10594,600161,2018,26.0,1229.0
10595,600161,2019,17.0,4151.0
10596,600161,2020,37.0,10569.0
10597,600162,2016,,
10598,600162,2017,,
10599,600162,2018,19.0,1127.0
10600,600162,2019,15.0,4023.0
10601,600162,2020,10.0,1994.0
10602,600163,2016,,
10603,600163,2017,,
10604,600163,2018,5.0,693.0
10605,600163,2019,7.0,3805.0
10606,600163,2020,5.0,2110.0
10607,600165,2016,,
10608,600165,2017,,
10610,600165,2019,16.0,4582.0
10612,600166,2016,,
10613,600166,2017,,
10617,600167,2016,,
10618,600167,2017,,
10619,600167,2018,5.0,535.0
10620,600167,2019,7.0,1557.0
10621,600167,2020,5.0,3291.0
10622,600168,2016,,
10623,600168,2017,,
10624,600168,2018,0.0,497.0
10625,600168,2019,0.0,1165.0
10626,600168,2020,0.0,4622.0
10627,600169,2016,,
10628,600169,2017,,
10629,600169,2018,15.0,1175.0
10630,600169,2019,9.0,3952.0
10631,600169,2020,16.0,4029.0
10632,600170,2016,,
10633,600170,2017,,
10634,600170,2018,11.0,754.0
10635,600170,2019,8.0,2586.0
10636,600170,2020,7.0,3735.0
10637,600171,2016,,
10638,600171,2017,,
10640,600171,2019,74.0,9468.0
10641,600171,2020,70.0,10146.0
10642,600172,2016,,
10643,600172,2017,,
10645,600172,2019,10.0,4434.0
10646,600172,2020,10.0,10537.0
10647,600173,2016,,
10648,600173,2017,,
10649,600173,2018,19.0,926.0
10650,600173,2019,15.0,1540.0
10651,600173,2020,10.0,765.0
10652,600175,2016,,
10653,600175,2017,,
10656,600176,2016,,
10657,600176,2017,,
10658,600176,2018,10.0,975.0
10659,600176,2019,10.0,4325.0
10660,600176,2020,10.0,3933.0
10661,600177,2016,,
10662,600177,2017,,
10663,600177,2018,19.0,963.0
10664,600177,2019,2.0,5535.0
10665,600177,2020,4.0,5034.0
10666,600178,2016,,
10667,600178,2017,,
10668,600178,2018,11.0,447.0
10669,600178,2019,18.0,2212.0
10670,600178,2020,15.0,7484.0
10671,600179,2016,,
10672,600179,2017,,
10673,600179,2018,1.0,1010.0
10674,600179,2019,1.0,7335.0
10675,600179,2020,0.0,1694.0
10676,600180,2016,,
10677,600180,2017,,
10678,600180,2018,11.0,652.0
10679,600180,2019,6.0,1112.0
10680,600180,2020,5.0,1497.0
10681,600183,2016,,
10682,600183,2017,,
10683,600183,2018,51.0,849.0
10686,600184,2016,,
10687,600184,2017,,
10688,600184,2018,15.0,504.0
10689,600184,2019,9.0,1115.0
10690,600184,2020,16.0,3359.0
10691,600185,2016,,
10692,600185,2017,,
10693,600185,2018,19.0,1130.0
10694,600185,2019,15.0,3745.0
10696,600186,2016,,
10697,600186,2017,,
10698,600186,2018,3.0,1596.0
10699,600186,2019,4.0,6549.0
10700,600186,2020,5.0,5472.0
10701,600187,2016,,
10702,600187,2017,,
10703,600187,2018,0.0,1174.0
10704,600187,2019,0.0,4252.0
10705,600187,2020,0.0,3891.0
10706,600188,2016,,
10707,600188,2017,,
10708,600188,2018,2.0,1671.0
10709,600188,2019,1.0,5088.0
10710,600188,2020,0.0,5494.0
10711,600189,2016,,
10712,600189,2017,,
10713,600189,2018,2.0,467.0
10714,600189,2019,3.0,1714.0
10716,600190,2016,,
10717,600190,2017,,
10718,600190,2018,2.0,485.0
10719,600190,2019,2.0,1627.0
10720,600190,2020,0.0,1024.0
10721,600192,2016,,
10722,600192,2017,,
10723,600192,2018,22.0,523.0
10724,600192,2019,22.0,4885.0
10725,600192,2020,27.0,1949.0
10726,600193,2016,,
10727,600193,2017,,
10728,600193,2018,1.0,870.0
10729,600193,2019,0.0,3116.0
10730,600193,2020,2.0,913.0
10731,600195,2016,,
10732,600195,2017,,
10733,600195,2018,26.0,514.0
10734,600195,2019,17.0,4469.0
10735,600195,2020,37.0,5945.0
10736,600196,2016,,
10737,600196,2017,,
10738,600196,2018,26.0,1502.0
10739,600196,2019,17.0,7950.0
10741,600197,2016,,
10742,600197,2017,,
10743,600197,2018,2.0,1124.0
10744,600197,2019,3.0,4577.0
10746,600199,2016,,
10747,600199,2017,,
10748,600199,2018,2.0,950.0
10749,600199,2019,3.0,8564.0
10751,600200,2016,,
10752,600200,2017,,
10754,600200,2019,4.0,5709.0
10755,600200,2020,2.0,7804.0
10756,600201,2016,,
10757,600201,2017,,
10758,600201,2018,26.0,638.0
10759,600201,2019,17.0,3846.0
10760,600201,2020,37.0,2052.0
10761,600202,2016,,
10762,600202,2017,,
10763,600202,2018,22.0,708.0
10764,600202,2019,22.0,2623.0
10765,600202,2020,27.0,1129.0
10766,600203,2016,,
10767,600203,2017,,
10768,600203,2018,11.0,1045.0
10769,600203,2019,6.0,3950.0
10770,600203,2020,70.0,5103.0
10771,600206,2016,,
10772,600206,2017,,
10773,600206,2018,17.0,994.0
10776,600207,2016,,
10777,600207,2017,,
10778,600207,2018,3.0,1433.0
10779,600207,2019,1.0,5078.0
10780,600207,2020,0.0,4918.0
10781,600208,2016,,
10782,600208,2017,,
10783,600208,2018,19.0,1162.0
10785,600208,2020,10.0,8391.0
10786,600210,2016,,
10787,600210,2017,,
10789,600210,2019,4.0,4428.0
10790,600210,2020,5.0,4361.0
10791,600211,2016,,
10792,600211,2017,,
10793,600211,2018,26.0,577.0
10794,600211,2019,17.0,1614.0
10796,600212,2016,,
10797,600212,2017,,
10799,600212,2019,4.0,9544.0
10800,600212,2020,2.0,2910.0
10801,600213,2016,,
10802,600213,2017,,
10803,600213,2018,11.0,749.0
10804,600213,2019,18.0,8500.0
10805,600213,2020,15.0,3326.0
10806,600215,2016,,
10807,600215,2017,,
10808,600215,2018,19.0,502.0
10809,600215,2019,15.0,1897.0
10810,600215,2020,10.0,2898.0
10811,600216,2016,,
10812,600216,2017,,
10813,600216,2018,26.0,1642.0
10814,600216,2019,17.0,5530.0
10815,600216,2020,37.0,6284.0
10816,600217,2016,,
10817,600217,2017,,
10818,600217,2018,1.0,552.0
10819,600217,2019,2.0,6264.0
10820,600217,2020,2.0,2714.0
10821,600218,2016,,
10822,600218,2017,,
