,Stkcd,year,EX_INDAT_read,AT
10823,600218,2018,6.0,651.0
10825,600218,2020,8.0,6128.0
10826,600219,2016,,
10827,600219,2017,,
10828,600219,2018,17.0,1817.0
10829,600219,2019,12.0,4362.0
10830,600219,2020,10.0,7092.0
10831,600220,2016,,
10832,600220,2017,,
10833,600220,2018,4.0,857.0
10834,600220,2019,2.0,2787.0
10835,600220,2020,3.0,2325.0
10836,600222,2016,,
10837,600222,2017,,
10838,600222,2018,26.0,704.0
10839,600222,2019,17.0,1848.0
10840,600222,2020,37.0,4871.0
10841,600223,2016,,
10842,600223,2017,,
10843,600223,2018,19.0,882.0
10845,600223,2020,10.0,11287.0
10846,600227,2016,,
10847,600227,2017,,
10848,600227,2018,26.0,851.0
10849,600227,2019,17.0,4450.0
10850,600227,2020,37.0,4100.0
10851,600228,2016,,
10852,600228,2017,,
10853,600228,2018,23.0,1581.0
10854,600228,2019,16.0,3152.0
10855,600228,2020,12.0,7341.0
10856,600229,2016,,
10857,600229,2017,,
10858,600229,2018,2.0,1016.0
10859,600229,2019,1.0,1664.0
10860,600229,2020,2.0,2048.0
10861,600230,2016,,
10862,600230,2017,,
10864,600230,2019,16.0,6007.0
10865,600230,2020,12.0,4294.0
10866,600231,2016,,
10867,600231,2017,,
10868,600231,2018,12.0,827.0
10869,600231,2019,4.0,1472.0
10870,600231,2020,4.0,1231.0
10871,600232,2016,,
10872,600232,2017,,
10873,600232,2018,4.0,1368.0
10874,600232,2019,2.0,2787.0
10875,600232,2020,3.0,1932.0
10876,600233,2016,,
10877,600233,2017,,
10878,600233,2018,0.0,1111.0
10879,600233,2019,0.0,2282.0
10881,600234,2016,,
10882,600234,2017,,
10883,600234,2018,51.0,633.0
10884,600234,2019,74.0,1168.0
10885,600234,2020,70.0,979.0
10886,600235,2016,,
10887,600235,2017,,
10889,600235,2019,4.0,5945.0
10890,600235,2020,0.0,2373.0
10891,600236,2016,,
10892,600236,2017,,
10893,600236,2018,5.0,536.0
10894,600236,2019,7.0,1223.0
10895,600236,2020,5.0,598.0
10896,600237,2016,,
10897,600237,2017,,
10898,600237,2018,51.0,586.0
10899,600237,2019,74.0,2019.0
10901,600238,2016,,
10902,600238,2017,,
10903,600238,2018,2.0,626.0
10904,600238,2019,3.0,2435.0
10905,600238,2020,5.0,1938.0
10906,600240,2016,,
10907,600240,2017,,
10909,600243,2016,,
10910,600243,2017,,
10911,600243,2018,6.0,635.0
10912,600243,2019,10.0,2755.0
10913,600243,2020,8.0,881.0
10914,600246,2016,,
10915,600246,2017,,
10916,600246,2018,19.0,659.0
10917,600246,2019,15.0,1251.0
10918,600246,2020,10.0,1299.0
10919,600248,2016,,
10920,600248,2017,,
10921,600248,2018,11.0,542.0
10922,600248,2019,8.0,1598.0
10923,600248,2020,7.0,1792.0
10924,600249,2016,,
10925,600249,2017,,
10926,600249,2018,23.0,878.0
10927,600249,2019,16.0,3363.0
10928,600249,2020,12.0,3793.0
10929,600250,2016,,
10930,600250,2017,,
10931,600250,2018,11.0,1133.0
10932,600250,2019,6.0,1789.0
10933,600250,2020,5.0,1893.0
10934,600251,2016,,
10935,600251,2017,,
10936,600251,2018,1.0,831.0
10937,600251,2019,4.0,3262.0
10938,600251,2020,9.0,4540.0
10939,600252,2016,,
10940,600252,2017,,
10941,600252,2018,26.0,1163.0
10942,600252,2019,17.0,4066.0
10943,600252,2020,37.0,6260.0
10944,600255,2016,,
10945,600255,2017,,
10946,600255,2018,17.0,1652.0
10947,600255,2019,12.0,6801.0
10948,600255,2020,10.0,9066.0
10949,600256,2016,,
10950,600256,2017,,
10953,600256,2020,3.0,6611.0
10954,600257,2016,,
10955,600257,2017,,
10956,600257,2018,0.0,884.0
10957,600257,2019,0.0,3446.0
10958,600257,2020,1.0,10341.0
10959,600258,2016,,
10960,600258,2017,,
10961,600258,2018,0.0,530.0
10962,600258,2019,0.0,2156.0
10963,600258,2020,0.0,5155.0
10964,600259,2016,,
10965,600259,2017,,
10966,600259,2018,10.0,867.0
10967,600259,2019,7.0,8151.0
10968,600259,2020,4.0,3106.0
10969,600261,2016,,
10970,600261,2017,,
10971,600261,2018,22.0,588.0
10972,600261,2019,22.0,3097.0
10973,600261,2020,27.0,2366.0
10974,600262,2016,,
10975,600262,2017,,
10976,600262,2018,15.0,497.0
10977,600262,2019,9.0,700.0
10978,600262,2020,16.0,411.0
10979,600266,2016,,
10980,600266,2017,,
10981,600266,2018,19.0,737.0
10982,600266,2019,15.0,5786.0
10983,600266,2020,10.0,2767.0
10984,600267,2016,,
10985,600267,2017,,
10986,600267,2018,26.0,792.0
10987,600267,2019,17.0,3243.0
10989,600268,2016,,
10990,600268,2017,,
10991,600268,2018,22.0,611.0
10992,600268,2019,22.0,6659.0
10993,600268,2020,27.0,10937.0
10994,600269,2016,,
10995,600269,2017,,
10996,600269,2018,1.0,731.0
10998,600269,2020,3.0,2013.0
10999,600270,2016,,
11000,600270,2017,,
11001,600271,2016,,
11002,600271,2017,,
11003,600271,2018,51.0,1565.0
11004,600271,2019,74.0,7885.0
11005,600271,2020,70.0,9036.0
11006,600272,2016,,
11007,600272,2017,,
11008,600272,2018,7.0,535.0
11009,600272,2019,7.0,672.0
11010,600272,2020,12.0,1257.0
11011,600273,2016,,
11012,600273,2017,,
11014,600273,2019,16.0,6069.0
11015,600273,2020,12.0,5058.0
11016,600276,2016,,
11017,600276,2017,,
11019,600276,2019,17.0,8465.0
11021,600277,2016,,
11022,600277,2017,,
11023,600277,2018,23.0,838.0
11025,600277,2020,12.0,5064.0
11026,600278,2016,,
11027,600278,2017,,
11029,600278,2019,6.0,7378.0
11030,600278,2020,5.0,3142.0
11031,600279,2016,,
11032,600279,2017,,
11033,600279,2018,2.0,637.0
11034,600279,2019,2.0,4838.0
11035,600279,2020,0.0,2722.0
11036,600280,2016,,
11037,600280,2017,,
11038,600280,2018,7.0,1439.0
11039,600280,2019,7.0,3053.0
11040,600280,2020,12.0,2605.0
11041,600281,2016,,
11042,600281,2017,,
11043,600281,2018,2.0,983.0
11044,600281,2019,2.0,4505.0
11045,600281,2020,1.0,1506.0
11046,600282,2016,,
11047,600282,2017,,
11048,600282,2018,12.0,1701.0
11049,600282,2019,4.0,5298.0
11050,600282,2020,4.0,4596.0
11051,600283,2016,,
11052,600283,2017,,
11054,600283,2019,0.0,3247.0
11055,600283,2020,0.0,2170.0
11056,600284,2016,,
11057,600284,2017,,
11058,600284,2018,11.0,645.0
11059,600284,2019,8.0,5672.0
11060,600284,2020,7.0,2435.0
11061,600285,2016,,
11062,600285,2017,,
11063,600285,2018,26.0,663.0
11064,600285,2019,17.0,2432.0
11065,600285,2020,37.0,2383.0
11066,600287,2016,,
11067,600287,2017,,
11068,600287,2018,11.0,641.0
11069,600287,2019,6.0,3031.0
11070,600287,2020,5.0,2836.0
11071,600288,2016,,
11072,600288,2017,,
11073,600288,2018,51.0,1190.0
11074,600288,2019,74.0,4507.0
11075,600288,2020,70.0,2176.0
11076,600292,2016,,
11077,600292,2017,,
11078,600292,2018,1.0,680.0
11079,600292,2019,2.0,2127.0
11080,600292,2020,2.0,2919.0
11081,600293,2016,,
11082,600293,2017,,
11083,600293,2018,7.0,777.0
11084,600293,2019,7.0,1929.0
11085,600293,2020,12.0,3681.0
11086,600295,2016,,
11087,600295,2017,,
11088,600295,2018,12.0,722.0
11089,600295,2019,4.0,2347.0
11090,600295,2020,4.0,4194.0
11091,600297,2016,,
11092,600297,2017,,
11093,600297,2018,7.0,1437.0
11094,600297,2019,7.0,2516.0
11096,600298,2016,,
11097,600298,2017,,
11098,600298,2018,3.0,778.0
11099,600298,2019,4.0,2857.0
11100,600298,2020,5.0,7031.0
11101,600299,2016,,
11102,600299,2017,,
11103,600299,2018,26.0,593.0
11104,600299,2019,17.0,2308.0
11105,600299,2020,37.0,2530.0
11106,600302,2016,,
11107,600302,2017,,
11108,600302,2018,15.0,530.0
11109,600302,2019,9.0,1041.0
11110,600302,2020,16.0,1020.0
11111,600303,2016,,
11112,600303,2017,,
11113,600303,2018,11.0,1342.0
11114,600303,2019,18.0,3685.0
11115,600303,2020,15.0,8553.0
11116,600305,2016,,
11117,600305,2017,,
11118,600305,2018,3.0,823.0
11119,600305,2019,4.0,9451.0
11120,600305,2020,5.0,8740.0
11121,600307,2016,,
11122,600307,2017,,
11123,600307,2018,12.0,929.0
11124,600307,2019,4.0,3200.0
11125,600307,2020,4.0,4419.0
11126,600308,2016,,
11127,600308,2017,,
11128,600308,2018,3.0,606.0
11129,600308,2019,4.0,4075.0
11130,600308,2020,0.0,6989.0
11131,600309,2016,,
11132,600309,2017,,
11134,600309,2019,16.0,8130.0
11135,600309,2020,12.0,7044.0
11136,600310,2016,,
11137,600310,2017,,
11138,600310,2018,5.0,646.0
11139,600310,2019,7.0,1746.0
11140,600310,2020,5.0,2607.0
11141,600312,2016,,
11142,600312,2017,,
11143,600312,2018,22.0,976.0
11144,600312,2019,22.0,2463.0
11145,600312,2020,27.0,4875.0
11146,600313,2016,,
11147,600313,2017,,
11148,600313,2018,2.0,803.0
11151,600315,2016,,
11152,600315,2017,,
11153,600315,2018,23.0,529.0
11154,600315,2019,16.0,1911.0
11155,600315,2020,12.0,3291.0
11156,600316,2016,,
11157,600316,2017,,
11158,600316,2018,10.0,1645.0
11159,600316,2019,6.0,8134.0
11161,600317,2016,,
11162,600317,2017,,
11163,600317,2018,2.0,712.0
11164,600317,2019,2.0,2009.0
11165,600320,2016,,
11166,600320,2017,,
11167,600320,2018,15.0,592.0
11168,600320,2019,9.0,2666.0
11169,600320,2020,16.0,2991.0
11170,600321,2016,,
11171,600321,2017,,
11172,600321,2018,1.0,786.0
11173,600321,2019,0.0,3165.0
11174,600321,2020,0.0,5777.0
11175,600322,2016,,
11176,600322,2017,,
11177,600322,2018,19.0,581.0
11178,600322,2019,15.0,2424.0
11179,600322,2020,10.0,2014.0
11180,600323,2016,,
11181,600323,2017,,
11182,600323,2018,0.0,594.0
11183,600323,2019,2.0,1906.0
11184,600323,2020,2.0,1603.0
11185,600325,2016,,
11186,600325,2017,,
11189,600325,2020,10.0,5864.0
11190,600326,2016,,
11191,600326,2017,,
11193,600326,2019,10.0,8475.0
11194,600326,2020,10.0,9005.0
11195,600327,2016,,
11196,600327,2017,,
11197,600327,2018,7.0,668.0
11198,600327,2019,7.0,2077.0
11199,600327,2020,12.0,6868.0
11200,600328,2016,,
11201,600328,2017,,
11202,600328,2018,23.0,831.0
11203,600328,2019,16.0,5074.0
11204,600328,2020,12.0,4515.0
11205,600329,2016,,
11206,600329,2017,,
11207,600329,2018,26.0,580.0
11208,600329,2019,17.0,1325.0
11209,600329,2020,37.0,2207.0
11210,600330,2016,,
11211,600330,2017,,
11212,600330,2018,51.0,1547.0
11213,600330,2019,74.0,9720.0
11214,600330,2020,70.0,9635.0
11215,600331,2016,,
11216,600331,2017,,
11217,600331,2018,17.0,823.0
11218,600331,2019,12.0,6061.0
11219,600331,2020,10.0,4054.0
11220,600332,2016,,
11221,600332,2017,,
11222,600332,2018,26.0,1761.0
11223,600332,2019,17.0,6907.0
11225,600333,2016,,
11226,600333,2017,,
11227,600333,2018,3.0,1310.0
11228,600333,2019,1.0,2141.0
11229,600333,2020,0.0,6236.0
11230,600335,2016,,
11231,600335,2017,,
11233,600335,2019,6.0,3856.0
11234,600335,2020,5.0,6185.0
11235,600336,2016,,
11236,600336,2017,,
11237,600336,2018,22.0,743.0
11238,600336,2019,22.0,3178.0
11240,600337,2016,,
11241,600337,2017,,
11242,600337,2018,7.0,768.0
11243,600337,2019,7.0,7029.0
11244,600337,2020,12.0,1953.0
11245,600338,2016,,
11246,600338,2017,,
11247,600338,2018,10.0,642.0
11248,600338,2019,7.0,7488.0
11249,600338,2020,4.0,7433.0
11250,600339,2016,,
11251,600339,2017,,
11252,600339,2018,1.0,790.0
11253,600339,2019,3.0,5134.0
11254,600339,2020,0.0,4397.0
11255,600340,2016,,
11256,600340,2017,,
11258,600340,2019,15.0,4856.0
11260,600343,2016,,
11261,600343,2017,,
11262,600343,2018,15.0,604.0
11263,600343,2019,9.0,1926.0
11264,600343,2020,16.0,2426.0
11265,600345,2016,,
11266,600345,2017,,
11267,600345,2018,51.0,969.0
11268,600345,2019,74.0,5872.0
11269,600345,2020,70.0,2332.0
11270,600346,2016,,
11271,600346,2017,,
11272,600346,2018,3.0,674.0
11273,600346,2019,3.0,2493.0
11274,600346,2020,2.0,4950.0
11275,600348,2016,,
11276,600348,2017,,
11277,600348,2018,2.0,1298.0
11278,600348,2019,1.0,3628.0
11279,600348,2020,0.0,4346.0
11280,600350,2016,,
11281,600350,2017,,
11282,600350,2018,1.0,679.0
11283,600350,2019,1.0,1676.0
11284,600350,2020,3.0,1691.0
11285,600351,2016,,
11286,600351,2017,,
11287,600351,2018,26.0,706.0
11288,600351,2019,17.0,1860.0
11289,600351,2020,37.0,5651.0
11290,600352,2016,,
11291,600352,2017,,
11295,600353,2016,,
11296,600353,2017,,
11297,600353,2018,51.0,530.0
11298,600353,2019,74.0,2549.0
11299,600353,2020,70.0,1287.0
11300,600354,2016,,
11301,600354,2017,,
11302,600354,2018,2.0,654.0
11304,600354,2020,2.0,5888.0
11305,600355,2016,,
11306,600355,2017,,
11307,600355,2018,51.0,1791.0
11308,600355,2019,74.0,3232.0
11309,600355,2020,70.0,2149.0
11310,600356,2016,,
11311,600356,2017,,
11312,600356,2018,3.0,520.0
11313,600356,2019,4.0,3992.0
11314,600356,2020,0.0,986.0
11315,600358,2016,,
11316,600358,2017,,
11317,600358,2018,13.0,715.0
11318,600358,2019,15.0,2264.0
11319,600358,2020,13.0,1303.0
11320,600359,2016,,
11321,600359,2017,,
11322,600359,2018,2.0,649.0
11324,600359,2020,2.0,6869.0
11325,600360,2016,,
11326,600360,2017,,
11327,600360,2018,51.0,1012.0
11328,600360,2019,74.0,8952.0
11330,600361,2016,,
11331,600361,2017,,
11332,600361,2018,7.0,569.0
11333,600361,2019,7.0,2288.0
11334,600361,2020,12.0,2816.0
11335,600362,2016,,
11336,600362,2017,,
11337,600362,2018,17.0,942.0
11338,600362,2019,12.0,5738.0
11339,600362,2020,10.0,7315.0
11340,600363,2016,,
11341,600363,2017,,
11342,600363,2018,51.0,701.0
11343,600363,2019,74.0,5090.0
11345,600366,2016,,
11346,600366,2017,,
11347,600366,2018,51.0,1069.0
11349,600366,2020,10.0,9389.0
11350,600367,2016,,
11351,600367,2017,,
11352,600367,2018,23.0,542.0
11353,600367,2019,16.0,1984.0
11354,600367,2020,12.0,1559.0
11355,600368,2016,,
11356,600368,2017,,
11357,600368,2018,1.0,990.0
11359,600368,2020,3.0,2567.0
11360,600370,2016,,
11361,600370,2017,,
11362,600370,2018,4.0,585.0
11363,600370,2019,2.0,1600.0
11364,600370,2020,3.0,2425.0
11365,600371,2016,,
11366,600371,2017,,
11367,600371,2018,2.0,572.0
11369,600371,2020,2.0,7873.0
11370,600372,2016,,
11371,600372,2017,,
11372,600372,2018,10.0,734.0
11373,600372,2019,6.0,2237.0
11374,600372,2020,7.0,4824.0
11375,600373,2016,,
11376,600373,2017,,
11377,600373,2018,2.0,698.0
11378,600373,2019,1.0,2812.0
11379,600373,2020,2.0,3786.0
11380,600375,2016,,
11381,600375,2017,,
11382,600375,2018,11.0,816.0
11383,600375,2019,18.0,7564.0
11384,600375,2020,15.0,6559.0
11385,600376,2016,,
11386,600376,2017,,
11387,600376,2018,19.0,779.0
11388,600376,2019,15.0,2236.0
11389,600376,2020,10.0,1822.0
11390,600377,2016,,
11391,600377,2017,,
11392,600377,2018,1.0,501.0
11393,600377,2019,1.0,1072.0
11394,600377,2020,3.0,840.0
11395,600378,2016,,
11396,600378,2017,,
11397,600378,2018,23.0,556.0
11398,600378,2019,16.0,2009.0
11399,600378,2020,12.0,2046.0
11400,600379,2016,,
11401,600379,2017,,
11402,600379,2018,22.0,780.0
11403,600379,2019,22.0,1526.0
11404,600379,2020,27.0,1647.0
11405,600380,2016,,
11406,600380,2017,,
11407,600380,2018,26.0,877.0
11408,600380,2019,17.0,3073.0
11409,600380,2020,37.0,5598.0
11410,600381,2016,,
11411,600381,2017,,
11412,600381,2018,3.0,946.0
11413,600381,2019,4.0,4754.0
11414,600381,2020,5.0,5300.0
11415,600383,2016,,
11416,600383,2017,,
11417,600383,2018,19.0,1014.0
11418,600383,2019,15.0,3960.0
11419,600383,2020,10.0,4195.0
11420,600386,2016,,
11421,600386,2017,,
11422,600386,2018,7.0,1017.0
11423,600386,2019,7.0,2131.0
11424,600386,2020,12.0,2668.0
11425,600388,2016,,
11426,600388,2017,,
11427,600388,2018,15.0,704.0
11428,600388,2019,9.0,2241.0
11429,600388,2020,16.0,2032.0
11430,600389,2016,,
11431,600389,2017,,
11432,600389,2018,23.0,513.0
11433,600389,2019,16.0,1718.0
11434,600389,2020,12.0,2358.0
11435,600391,2016,,
11436,600391,2017,,
11437,600391,2018,10.0,647.0
11438,600391,2019,6.0,4471.0
11439,600391,2020,7.0,6218.0
11440,600392,2016,,
11441,600392,2017,,
11444,600392,2020,10.0,8951.0
11445,600395,2016,,
11446,600395,2017,,
11447,600395,2018,2.0,629.0
11448,600395,2019,1.0,2371.0
11449,600395,2020,0.0,2726.0
11450,600396,2016,,
11451,600396,2017,,
11452,600396,2018,5.0,517.0
11453,600396,2019,7.0,2242.0
11454,600396,2020,5.0,5348.0
11455,600397,2016,,
11456,600397,2017,,
11457,600397,2018,2.0,613.0
11458,600397,2019,1.0,5480.0
11459,600397,2020,0.0,5474.0
11460,600398,2016,,
11461,600398,2017,,
11462,600398,2018,3.0,1232.0
11463,600398,2019,2.0,3701.0
11464,600398,2020,4.0,4804.0
11465,600399,2016,,
11466,600399,2017,,
11467,600399,2018,12.0,1096.0
11468,600399,2019,4.0,4479.0
11469,600399,2020,4.0,4099.0
11470,600400,2016,,
11471,600400,2017,,
11472,600400,2018,3.0,1208.0
11473,600400,2019,2.0,3305.0
11474,600400,2020,4.0,8674.0
11475,600401,2016,,
11476,600401,2017,,
11478,600405,2016,,
11479,600405,2017,,
11480,600405,2018,51.0,530.0
11481,600405,2019,74.0,2138.0
11482,600405,2020,70.0,3785.0
11483,600406,2016,,
11484,600406,2017,,
11485,600406,2018,19.0,684.0
11486,600406,2019,31.0,2795.0
11487,600406,2020,23.0,3888.0
11488,600409,2016,,
11489,600409,2017,,
11490,600409,2018,23.0,1097.0
11491,600409,2019,16.0,3634.0
11492,600409,2020,12.0,7004.0
11493,600410,2016,,
11494,600410,2017,,
11495,600410,2018,19.0,1532.0
11498,600415,2016,,
11499,600415,2017,,
11500,600415,2018,5.0,805.0
11501,600415,2019,4.0,2217.0
11503,600416,2016,,
11504,600416,2017,,
11505,600416,2018,6.0,719.0
11506,600416,2019,10.0,2824.0
11507,600416,2020,8.0,2863.0
11508,600418,2016,,
11509,600418,2017,,
11510,600418,2018,11.0,1760.0
11511,600418,2019,18.0,10042.0
11513,600419,2016,,
11514,600419,2017,,
11515,600419,2018,3.0,564.0
11516,600419,2019,4.0,2107.0
11517,600419,2020,5.0,4520.0
11518,600420,2016,,
11519,600420,2017,,
11520,600420,2018,26.0,647.0
11521,600420,2019,17.0,1666.0
11522,600420,2020,37.0,3746.0
11523,600421,2016,,
11524,600421,2017,,
11525,600421,2018,6.0,469.0
11526,600421,2019,10.0,1375.0
11527,600421,2020,8.0,638.0
11528,600422,2016,,
11529,600422,2017,,
11530,600422,2018,26.0,708.0
11532,600422,2020,37.0,5310.0
11533,600423,2016,,
11534,600423,2017,,
11535,600423,2018,23.0,913.0
11536,600423,2019,16.0,2144.0
11537,600423,2020,12.0,903.0
11538,600425,2016,,
11539,600425,2017,,
11540,600425,2018,10.0,1529.0
11541,600425,2019,10.0,8289.0
11542,600425,2020,10.0,4988.0
11543,600426,2016,,
11544,600426,2017,,
11545,600426,2018,23.0,1707.0
11546,600426,2019,16.0,3081.0
11547,600426,2020,12.0,2285.0
11548,600428,2016,,
11549,600428,2017,,
11550,600428,2018,2.0,834.0
11551,600428,2019,2.0,2656.0
11552,600428,2020,0.0,4693.0
11553,600429,2016,,
11554,600429,2017,,
11555,600429,2018,3.0,441.0
11556,600429,2019,4.0,1809.0
11557,600429,2020,5.0,2138.0
11558,600432,2016,,
11559,600432,2017,,
11560,600433,2016,,
11561,600433,2017,,
11562,600433,2018,3.0,746.0
11563,600433,2019,4.0,2836.0
11564,600433,2020,0.0,6061.0
11565,600435,2016,,
11566,600435,2017,,
11567,600435,2018,51.0,622.0
11568,600435,2019,74.0,2601.0
11569,600435,2020,70.0,8737.0
11570,600436,2016,,
11571,600436,2017,,
11572,600436,2018,26.0,1267.0
11573,600436,2019,17.0,5565.0
11575,600438,2016,,
11576,600438,2017,,
11577,600438,2018,1.0,1445.0
11578,600438,2019,4.0,5628.0
11580,600439,2016,,
11581,600439,2017,,
11582,600439,2018,0.0,725.0
11583,600439,2019,0.0,2393.0
11584,600439,2020,0.0,1724.0
11585,600444,2016,,
11586,600444,2017,,
11587,600444,2018,6.0,501.0
11588,600444,2019,10.0,994.0
11589,600444,2020,8.0,439.0
11590,600446,2016,,
11591,600446,2017,,
11592,600446,2018,19.0,1484.0
11594,600446,2020,23.0,6833.0
11595,600448,2016,,
11596,600448,2017,,
11598,600448,2019,2.0,1995.0
11599,600448,2020,3.0,5410.0
11600,600449,2016,,
11601,600449,2017,,
11602,600449,2018,10.0,868.0
11603,600449,2019,10.0,2138.0
11604,600449,2020,10.0,3536.0
11605,600452,2016,,
11606,600452,2017,,
11607,600452,2018,5.0,513.0
11608,600452,2019,7.0,1289.0
11609,600452,2020,5.0,1229.0
11610,600455,2016,,
11611,600455,2017,,
11612,600455,2018,6.0,436.0
11613,600455,2019,4.0,1531.0
11614,600455,2020,2.0,3062.0
11615,600456,2016,,
11616,600456,2017,,
11617,600456,2018,17.0,769.0
11618,600456,2019,12.0,4529.0
11619,600456,2020,10.0,2821.0
11620,600458,2016,,
11621,600458,2017,,
11622,600458,2018,5.0,690.0
11623,600458,2019,4.0,4406.0
11624,600458,2020,5.0,2986.0
11625,600459,2016,,
11626,600459,2017,,
11627,600459,2018,17.0,925.0
11628,600459,2019,12.0,9755.0
11629,600459,2020,10.0,9379.0
11630,600460,2016,,
11631,600460,2017,,
11632,600460,2018,51.0,1575.0
11635,600461,2016,,
11636,600461,2017,,
11637,600461,2018,0.0,538.0
11638,600461,2019,0.0,1206.0
11639,600461,2020,0.0,1880.0
11640,600463,2016,,
11641,600463,2017,,
11642,600463,2018,11.0,1013.0
11643,600463,2019,8.0,3275.0
11644,600463,2020,7.0,726.0
11645,600466,2016,,
11646,600466,2017,,
11647,600466,2018,19.0,1394.0
11648,600466,2019,15.0,7713.0
11649,600466,2020,10.0,4305.0
11650,600467,2016,,
11651,600467,2017,,
11652,600467,2018,0.0,575.0
11653,600467,2019,0.0,3969.0
11654,600467,2020,1.0,7748.0
11655,600468,2016,,
11656,600468,2017,,
11657,600468,2018,22.0,656.0
11658,600468,2019,22.0,3146.0
11659,600468,2020,27.0,2483.0
11660,600469,2016,,
11661,600469,2017,,
11662,600469,2018,5.0,964.0
11663,600469,2019,4.0,3532.0
