,Stkcd,Time,Dturn
631,000601,2018-12-31,-0.051976916666666664
632,000601,2019-12-31,0.09352841666666666
633,000601,2020-12-31,0.14299699999999999
634,000603,2017-12-31,-0.009607083333333322
635,000603,2018-12-31,-7.882575757578447e-05
636,000603,2019-12-31,0.295755159090909
637,000603,2020-12-31,0.0735347500000001
638,000605,2017-12-31,1.0815169166666665
639,000605,2018-12-31,-1.072294833333333
640,000605,2019-12-31,-0.12775049999999988
641,000605,2020-12-31,-0.0751743333333334
642,000607,2017-12-31,-0.6069482500000001
643,000607,2018-12-31,-0.3094389166666667
644,000607,2019-12-31,0.24271050000000005
645,000607,2020-12-31,-0.1737703333333334
646,000608,2017-12-31,-0.21319350000000004
647,000608,2018-12-31,0.01556983333333331
648,000608,2019-12-31,-0.07767074999999997
649,000608,2020-12-31,0.04544908333333335
650,000610,2017-12-31,-0.17158190909090903
651,000610,2018-12-31,0.40330965909090905
