,Stkcd,Time,BP
9697,300889,2020-12-31,0.73131
9698,300890,2020-12-31,0.604642
9699,300891,2020-12-31,0.494983
9700,300892,2020-12-31,0.513133
9701,300893,2020-12-31,0.539042
9702,300894,2020-12-31,0.554921
9703,300895,2020-12-31,0.613113
9704,300896,2020-12-31,0.223941
9705,300897,2020-12-31,0.681228
9706,300898,2020-12-31,0.475328
9707,300899,2020-12-31,0.549795
9708,300900,2020-12-31,0.49908
9709,300901,2020-12-31,0.528395
9710,300902,2020-12-31,0.533352
9711,300903,2020-12-31,0.607241
9712,300905,2020-12-31,0.657566
9713,300906,2020-12-31,0.628208
9714,300907,2020-12-31,0.633361
9715,300908,2020-12-31,0.510168
9716,300909,2020-12-31,0.588296
9717,300910,2020-12-31,0.566024
9718,300911,2020-12-31,0.634476
9719,300912,2020-12-31,0.727387
9720,300913,2020-12-31,0.58483
9721,300915,2020-12-31,0.629397
9722,300916,2020-12-31,0.543779
9723,300917,2020-12-31,0.613951
9724,300918,2020-12-31,0.788302
9725,300919,2020-12-31,0.754349
9726,300920,2020-12-31,0.664065
9727,300921,2020-12-31,0.590069
9728,300922,2020-12-31,0.517699
9729,300923,2020-12-31,0.723026
9730,300925,2020-12-31,0.56266
9731,300999,2020-12-31,0.844928
9732,600004,2016-12-31,0.769001
9733,600004,2017-12-31,0.595145
9734,600004,2018-12-31,0.842638
9735,600004,2019-12-31,0.560091
9736,600004,2020-12-31,0.682715
9737,600006,2016-12-31,0.772018
9738,600006,2017-12-31,0.79185
9739,600006,2018-12-31,1.013487
9740,600006,2019-12-31,0.927785
9741,600006,2020-12-31,0.651446
9742,600007,2016-12-31,0.498875
9743,600007,2017-12-31,0.519386
9744,600007,2018-12-31,0.65008
9745,600007,2019-12-31,0.539988
9746,600007,2020-12-31,0.727663
9747,600008,2016-12-31,0.864771
9748,600008,2017-12-31,0.869645
9749,600008,2018-12-31,1.055541
9750,600008,2019-12-31,1.135147
9751,600008,2020-12-31,1.170107
9752,600009,2016-12-31,0.62508
9753,600009,2017-12-31,0.442135
9754,600009,2018-12-31,0.440677
9755,600009,2019-12-31,0.354456
9756,600009,2020-12-31,0.334831
9757,600010,2016-12-31,0.870807
9758,600010,2017-12-31,0.828917
9759,600010,2018-12-31,0.935368
9760,600010,2019-12-31,1.003837
9761,600010,2020-12-31,1.041568
9762,600011,2016-12-31,0.977316
9763,600011,2017-12-31,0.997121
9764,600011,2018-12-31,0.977212
9765,600011,2019-12-31,1.05296
9766,600011,2020-12-31,1.128346
9767,600012,2016-12-31,0.510111
9768,600012,2017-12-31,0.710615
9769,600012,2018-12-31,1.028343
9770,600012,2019-12-31,1.087208
9771,600012,2020-12-31,1.077611
9772,600017,2016-12-31,0.952191
9773,600017,2017-12-31,0.996016
9774,600017,2018-12-31,1.2299
9775,600017,2019-12-31,1.257355
9776,600017,2020-12-31,1.257185
9777,600018,2016-12-31,0.702316
9778,600018,2017-12-31,0.651176
9779,600018,2018-12-31,0.79298
9780,600018,2019-12-31,0.768108
9781,600018,2020-12-31,0.940162
9782,600019,2016-12-31,1.111665
9783,600019,2017-12-31,0.955076
9784,600019,2018-12-31,1.151803
9785,600019,2019-12-31,1.22715
9786,600019,2020-12-31,1.231214
9787,600020,2016-12-31,1.047601
9788,600020,2017-12-31,1.049945
9789,600020,2018-12-31,1.062802
9790,600020,2019-12-31,1.049746
9791,600020,2020-12-31,1.100684
9792,600021,2016-12-31,0.845855
9793,600021,2017-12-31,0.987878
9794,600021,2018-12-31,1.044357
9795,600021,2019-12-31,1.078411
9796,600021,2020-12-31,1.125598
9797,600022,2016-12-31,1.02915
9798,600022,2017-12-31,1.042847
9799,600022,2018-12-31,1.199101
9800,600022,2019-12-31,1.264296
9801,600022,2020-12-31,1.285142
9802,600023,2016-12-31,0.933464
9803,600023,2017-12-31,0.968317
9804,600023,2018-12-31,1.045972
9805,600023,2019-12-31,1.201859
9806,600023,2020-12-31,1.307686
9807,600025,2017-12-31,0.968632
9808,600025,2018-12-31,0.968834
9809,600025,2019-12-31,0.946172
9810,600025,2020-12-31,0.907564
9811,600026,2016-12-31,0.99959
9812,600026,2017-12-31,1.041988
9813,600026,2018-12-31,1.138514
9814,600026,2019-12-31,1.036792
9815,600026,2020-12-31,1.034113
9816,600027,2016-12-31,1.025561
9817,600027,2017-12-31,1.063705
9818,600027,2018-12-31,1.066388
9819,600027,2019-12-31,1.152393
9820,600027,2020-12-31,1.264561
9821,600028,2016-12-31,1.103143
9822,600028,2017-12-31,1.058601
9823,600028,2018-12-31,1.13903
9824,600028,2019-12-31,1.131386
9825,600028,2020-12-31,1.219884
9826,600029,2016-12-31,0.951737
9827,600029,2017-12-31,0.843737
9828,600029,2018-12-31,0.992465
9829,600029,2019-12-31,0.97678
9830,600029,2020-12-31,0.989564
9831,600031,2016-12-31,0.728661
9832,600031,2017-12-31,0.57619
9833,600031,2018-12-31,0.694852
9834,600031,2019-12-31,0.480014
9835,600031,2020-12-31,0.34624
9836,600033,2016-12-31,1.041233
9837,600033,2017-12-31,1.031047
9838,600033,2018-12-31,1.202441
9839,600033,2019-12-31,1.23872
9840,600033,2020-12-31,1.448223
9841,600035,2016-12-31,0.658541
9842,600035,2017-12-31,0.808968
9843,600035,2018-12-31,1.098737
9844,600035,2019-12-31,1.055768
9845,600035,2020-12-31,1.19281
9846,600037,2016-12-31,0.675499
9847,600037,2017-12-31,0.775183
9848,600037,2018-12-31,1.073551
9849,600037,2019-12-31,1.057833
9850,600037,2020-12-31,0.991926
9851,600038,2016-12-31,0.480109
9852,600038,2017-12-31,0.53056
9853,600038,2018-12-31,0.631835
9854,600038,2019-12-31,0.572668
9855,600038,2020-12-31,0.48621
9856,600039,2016-12-31,0.945211
9857,600039,2017-12-31,0.996651
9858,600039,2018-12-31,1.042195
9859,600039,2019-12-31,1.052809
9860,600039,2020-12-31,1.021942
9861,600048,2016-12-31,1.019449
9862,600048,2017-12-31,0.9866
9863,600048,2018-12-31,1.05717
9864,600048,2019-12-31,1.03657
9865,600048,2020-12-31,1.065848
9866,600050,2016-12-31,1.139836
9867,600050,2017-12-31,1.147667
9868,600050,2018-12-31,1.245913
9869,600050,2019-12-31,1.205299
9870,600050,2020-12-31,1.484733
9871,600051,2016-12-31,0.809614
9872,600051,2017-12-31,0.966418
9873,600051,2018-12-31,1.174041
9874,600051,2019-12-31,1.133963
9875,600051,2020-12-31,1.073817
9876,600052,2016-12-31,0.523382
9877,600052,2017-12-31,0.841404
9878,600052,2018-12-31,0.991588
9879,600052,2019-12-31,0.928584
9880,600052,2020-12-31,1.295701
9881,600054,2016-12-31,0.623232
9882,600054,2017-12-31,0.478603
9883,600054,2018-12-31,0.650363
9884,600054,2019-12-31,0.76419
9885,600054,2020-12-31,0.804052
9886,600055,2016-12-31,0.323365
9887,600055,2017-12-31,0.278049
9888,600055,2018-12-31,0.504098
9889,600055,2019-12-31,0.430306
9890,600055,2020-12-31,0.480365
9891,600056,2016-12-31,0.619655
9892,600056,2017-12-31,0.558075
9893,600056,2018-12-31,0.89038
9894,600056,2019-12-31,0.910511
9895,600056,2020-12-31,0.914785
9896,600057,2016-12-31,0.942489
9897,600057,2017-12-31,1.101832
9898,600057,2018-12-31,1.23281
9899,600057,2019-12-31,1.242818
9900,600057,2020-12-31,1.183111
9901,600058,2016-12-31,0.692453
9902,600058,2017-12-31,0.803368
9903,600058,2018-12-31,0.987458
9904,600058,2019-12-31,0.918233
9905,600058,2020-12-31,0.956879
9906,600059,2016-12-31,0.511957
9907,600059,2017-12-31,0.564417
9908,600059,2018-12-31,0.795207
9909,600059,2019-12-31,0.651358
9910,600059,2020-12-31,0.350533
9911,600060,2016-12-31,0.720773
9912,600060,2017-12-31,0.821905
9913,600060,2018-12-31,1.157493
9914,600060,2019-12-31,1.076078
9915,600060,2020-12-31,1.084591
9916,600062,2016-12-31,0.535301
9917,600062,2017-12-31,0.466673
9918,600062,2018-12-31,0.735193
9919,600062,2019-12-31,0.695478
9920,600062,2020-12-31,0.798595
9921,600063,2016-12-31,0.703443
9922,600063,2017-12-31,0.825171
9923,600063,2018-12-31,1.014978
9924,600063,2019-12-31,0.7943
9925,600063,2020-12-31,0.887357
9926,600064,2016-12-31,0.909266
9927,600064,2017-12-31,0.992369
9928,600064,2018-12-31,1.013343
9929,600064,2019-12-31,1.01918
9930,600064,2020-12-31,1.045382
9931,600066,2016-12-31,0.579311
9932,600066,2017-12-31,0.489721
9933,600066,2018-12-31,0.795173
9934,600066,2019-12-31,0.725105
9935,600066,2020-12-31,0.602068
9936,600067,2016-12-31,0.870767
9937,600067,2017-12-31,0.936816
9938,600067,2018-12-31,1.167832
9939,600067,2019-12-31,1.137752
9940,600067,2020-12-31,1.187098
9941,600068,2016-12-31,1.041042
9942,600068,2017-12-31,1.076827
9943,600068,2018-12-31,1.135165
9944,600068,2019-12-31,1.178257
9945,600068,2020-12-31,1.233132
9946,600069,2016-12-31,0.32514
9947,600069,2017-12-31,0.413831
9948,600069,2018-12-31,0.621175
9949,600069,2019-12-31,0.589518
9950,600070,2016-12-31,0.560745
9951,600070,2017-12-31,0.68409
9952,600070,2018-12-31,0.881985
9953,600070,2019-12-31,0.752061
9954,600070,2020-12-31,0.640516
9955,600071,2016-12-31,0.156908
9956,600071,2017-12-31,0.211112
9957,600071,2018-12-31,0.438318
9958,600071,2019-12-31,0.401109
9959,600071,2020-12-31,0.43406
9960,600072,2016-12-31,0.752478
9961,600072,2017-12-31,0.708051
9962,600072,2018-12-31,0.933633
9963,600072,2019-12-31,0.611046
9964,600072,2020-12-31,0.609579
9965,600073,2016-12-31,0.673974
9966,600073,2017-12-31,0.841854
9967,600073,2018-12-31,0.903013
9968,600073,2019-12-31,0.935329
9969,600073,2020-12-31,0.858732
9970,600074,2016-12-31,0.481764
9971,600074,2017-12-31,0.149406
9972,600074,2018-12-31,0.175832
9973,600075,2016-12-31,0.756478
9974,600075,2017-12-31,0.788406
9975,600075,2018-12-31,1.084605
9976,600075,2019-12-31,1.020818
9977,600075,2020-12-31,0.97886
9978,600076,2016-12-31,0.42359
9979,600076,2017-12-31,0.615613
9980,600076,2018-12-31,0.930123
9981,600076,2019-12-31,0.945793
9982,600076,2020-12-31,1.035629
9983,600077,2016-12-31,0.727401
9984,600077,2017-12-31,0.95458
9985,600077,2018-12-31,1.051577
9986,600077,2019-12-31,1.041934
9987,600077,2020-12-31,1.038485
9988,600079,2016-12-31,0.701513
9989,600079,2017-12-31,0.857303
9990,600079,2018-12-31,1.014847
9991,600079,2019-12-31,0.895705
9992,600079,2020-12-31,0.478122
9993,600080,2016-12-31,0.343414
9994,600080,2017-12-31,0.507741
9995,600080,2018-12-31,0.728217
9996,600080,2019-12-31,0.818966
9997,600080,2020-12-31,0.867661
9998,600081,2016-12-31,0.60759
9999,600081,2017-12-31,0.734421
10000,600081,2018-12-31,0.938195
10001,600081,2019-12-31,0.805087
10002,600081,2020-12-31,0.682412
10003,600082,2016-12-31,0.526549
10004,600082,2017-12-31,0.625058
10005,600082,2018-12-31,0.749306
10006,600082,2019-12-31,0.770165
10007,600082,2020-12-31,0.937433
10008,600085,2016-12-31,0.355281
10009,600085,2017-12-31,0.375996
10010,600085,2018-12-31,0.468984
10011,600085,2019-12-31,0.465865
10012,600085,2020-12-31,0.558944
10013,600086,2016-12-31,0.506165
10014,600086,2017-12-31,0.589288
10015,600086,2018-12-31,0.756778
10016,600086,2019-12-31,0.800299
10017,600088,2016-12-31,0.179766
10018,600088,2017-12-31,0.302107
10019,600088,2018-12-31,0.430775
10020,600088,2019-12-31,0.289169
10021,600088,2020-12-31,0.304274
10022,600089,2016-12-31,0.971922
10023,600089,2017-12-31,0.96727
10024,600089,2018-12-31,1.17455
10025,600089,2019-12-31,1.218452
10026,600089,2020-12-31,1.088435
10027,600094,2016-12-31,0.870933
10028,600094,2017-12-31,0.932022
10029,600094,2018-12-31,1.10019
10030,600094,2019-12-31,1.010128
10031,600094,2020-12-31,1.132513
10032,600096,2016-12-31,0.914596
10033,600096,2017-12-31,0.94411
10034,600096,2018-12-31,0.995536
10035,600096,2019-12-31,0.98415
10036,600096,2020-12-31,0.998059
10037,600097,2016-12-31,0.326646
10038,600097,2017-12-31,0.45822
10039,600097,2018-12-31,0.751114
10040,600097,2019-12-31,0.829527
10041,600097,2020-12-31,0.837143
10042,600098,2016-12-31,0.744264
10043,600098,2017-12-31,0.999397
10044,600098,2018-12-31,1.119571
10045,600098,2019-12-31,1.068043
10046,600098,2020-12-31,1.08169
10047,600099,2016-12-31,0.138528
10048,600099,2017-12-31,0.250936
10049,600099,2018-12-31,0.43446
10050,600099,2019-12-31,0.387726
10051,600099,2020-12-31,0.404006
10052,600100,2016-12-31,0.824881
10053,600100,2017-12-31,0.952476
10054,600100,2018-12-31,0.876711
10055,600100,2019-12-31,0.919913
10056,600100,2020-12-31,1.036189
10057,600101,2016-12-31,0.594858
10058,600101,2017-12-31,0.769282
10059,600101,2018-12-31,1.025992
10060,600101,2019-12-31,0.850718
10061,600101,2020-12-31,0.98049
10062,600103,2016-12-31,0.551229
10063,600103,2017-12-31,0.716524
10064,600103,2018-12-31,0.909733
10065,600103,2019-12-31,0.856834
10066,600103,2020-12-31,0.924529
10067,600104,2016-12-31,0.961808
10068,600104,2017-12-31,0.882348
10069,600104,2018-12-31,0.967298
10070,600104,2019-12-31,1.026402
10071,600104,2020-12-31,1.027374
10072,600105,2016-12-31,0.425086
10073,600105,2017-12-31,0.643868
10074,600105,2018-12-31,0.766141
10075,600105,2019-12-31,0.719996
10076,600105,2020-12-31,0.776909
10077,600106,2016-12-31,0.704297
10078,600106,2017-12-31,0.908752
10079,600106,2018-12-31,1.032542
10080,600106,2019-12-31,0.99868
10081,600106,2020-12-31,1.043912
10082,600107,2016-12-31,0.159715
10083,600107,2017-12-31,0.231752
10084,600107,2018-12-31,0.480676
10085,600107,2019-12-31,0.368397
10086,600107,2020-12-31,0.344213
10087,600108,2016-12-31,0.549211
10088,600108,2017-12-31,0.712722
10089,600108,2018-12-31,0.962089
10090,600108,2019-12-31,0.920844
10091,600108,2020-12-31,0.723375
10092,600110,2016-12-31,0.359393
10093,600110,2017-12-31,0.422489
10094,600110,2018-12-31,0.766815
10095,600110,2019-12-31,0.699766
10096,600110,2020-12-31,0.505836
10097,600111,2016-12-31,0.31155
10098,600111,2017-12-31,0.328487
10099,600111,2018-12-31,0.551951
10100,600111,2019-12-31,0.468002
10101,600111,2020-12-31,0.430573
10102,600113,2016-12-31,0.12639
10103,600113,2017-12-31,0.279198
10104,600113,2018-12-31,0.408846
10105,600113,2019-12-31,0.567009
10106,600113,2020-12-31,0.623752
10107,600114,2016-12-31,0.391499
10108,600114,2017-12-31,0.449796
10109,600114,2018-12-31,0.749312
10110,600114,2019-12-31,0.632577
10111,600114,2020-12-31,0.767732
10112,600115,2016-12-31,0.872865
10113,600115,2017-12-31,0.843476
10114,600115,2018-12-31,0.973873
10115,600115,2019-12-31,0.95019
10116,600115,2020-12-31,0.959816
10117,600116,2016-12-31,0.429291
10118,600116,2017-12-31,0.475363
10119,600116,2018-12-31,0.534825
10120,600116,2019-12-31,0.530606
10121,600116,2020-12-31,0.869602
10122,600117,2016-12-31,0.943859
10123,600117,2017-12-31,0.938572
10124,600117,2018-12-31,0.946373
10125,600117,2019-12-31,1.058559
10126,600117,2020-12-31,1.050806
10127,600118,2016-12-31,0.258224
10128,600118,2017-12-31,0.292779
10129,600118,2018-12-31,0.429685
10130,600118,2019-12-31,0.393487
10131,600118,2020-12-31,0.276621
10132,600119,2016-12-31,0.374422
10133,600119,2017-12-31,0.374435
10134,600119,2018-12-31,0.461891
10135,600119,2019-12-31,0.509451
10136,600119,2020-12-31,0.352636
10137,600121,2016-12-31,0.854322
10138,600121,2017-12-31,0.868997
10139,600121,2018-12-31,1.126876
10140,600121,2019-12-31,1.07466
10141,600121,2020-12-31,0.621837
10142,600123,2016-12-31,1.009794
10143,600123,2017-12-31,0.982092
10144,600123,2018-12-31,1.15772
10145,600123,2019-12-31,1.160234
10146,600123,2020-12-31,1.199704
10147,600125,2016-12-31,0.576495
10148,600125,2017-12-31,0.499581
10149,600125,2018-12-31,0.73543
10150,600125,2019-12-31,0.845092
10151,600125,2020-12-31,0.855219
10152,600126,2016-12-31,0.920579
10153,600126,2017-12-31,0.98411
10154,600126,2018-12-31,1.050399
10155,600126,2019-12-31,1.112415
10156,600126,2020-12-31,1.080457
10157,600127,2016-12-31,0.342507
10158,600127,2017-12-31,0.489039
10159,600127,2018-12-31,0.674816
10160,600127,2019-12-31,0.517399
10161,600127,2020-12-31,0.276255
10162,600128,2016-12-31,0.584811
10163,600128,2017-12-31,0.79878
10164,600128,2018-12-31,0.859731
10165,600128,2019-12-31,1.056602
10166,600128,2020-12-31,1.214968
10167,600129,2016-12-31,0.609114
10168,600129,2017-12-31,0.649167
10169,600129,2018-12-31,0.924914
10170,600129,2019-12-31,0.819662
10171,600129,2020-12-31,0.779841
10172,600130,2016-12-31,0.181898
10173,600130,2017-12-31,0.18149
10174,600130,2018-12-31,0.363538
10175,600130,2019-12-31,0.352447
10176,600130,2020-12-31,0.393847
10177,600131,2016-12-31,0.40656
10178,600131,2017-12-31,0.563213
10179,600131,2018-12-31,0.615788
10180,600131,2019-12-31,0.557097
10181,600131,2020-12-31,0.66363
10182,600132,2016-12-31,0.304512
10183,600132,2017-12-31,0.281925
10184,600132,2018-12-31,0.193885
10185,600132,2019-12-31,0.129441
10186,600132,2020-12-31,0.146239
10187,600133,2016-12-31,0.890981
10188,600133,2017-12-31,0.92581
10189,600133,2018-12-31,1.018756
10190,600133,2019-12-31,1.070244
10191,600133,2020-12-31,1.104388
10192,600135,2016-12-31,0.375863
10193,600135,2017-12-31,0.504623
10194,600135,2018-12-31,0.855681
10195,600135,2019-12-31,0.75045
10196,600135,2020-12-31,0.770082
10197,600136,2016-12-31,0.566603
10198,600136,2017-12-31,0.690935
10199,600136,2018-12-31,1.017275
10200,600136,2019-12-31,0.827512
10201,600136,2020-12-31,0.864569
10202,600137,2016-12-31,0.122378
10203,600137,2017-12-31,0.245247
10204,600137,2018-12-31,0.485103
10205,600137,2019-12-31,0.406905
10206,600137,2020-12-31,0.459242
10207,600138,2016-12-31,0.571118
10208,600138,2017-12-31,0.630845
10209,600138,2018-12-31,0.925697
10210,600138,2019-12-31,0.989495
10211,600138,2020-12-31,1.072021
10212,600141,2016-12-31,0.952289
10213,600141,2017-12-31,0.941724
10214,600141,2018-12-31,1.032481
10215,600141,2019-12-31,0.975831
10216,600141,2020-12-31,0.961914
10217,600143,2016-12-31,0.653268
10218,600143,2017-12-31,0.738375
10219,600143,2018-12-31,0.885076
10220,600143,2019-12-31,0.784143
10221,600143,2020-12-31,0.52729
10222,600148,2016-12-31,0.212972
10223,600148,2017-12-31,0.255657
10224,600148,2018-12-31,0.41863
10225,600148,2019-12-31,0.452987
10226,600148,2020-12-31,0.485125
10227,600149,2016-12-31,0.023367
10228,600149,2017-12-31,0.080603
10229,600149,2018-12-31,0.30913
10230,600149,2019-12-31,0.288104
10231,600149,2020-12-31,0.302721
10232,600150,2016-12-31,0.712374
10233,600150,2018-12-31,1.05906
10234,600150,2019-12-31,0.83255
10235,600150,2020-12-31,0.949559
10236,600151,2017-12-31,0.728565
10237,600151,2018-12-31,1.094075
10238,600151,2019-12-31,0.915942
10239,600151,2020-12-31,0.622266
10240,600152,2017-12-31,0.670058
10241,600152,2018-12-31,0.760235
10242,600152,2019-12-31,0.716101
10243,600152,2020-12-31,0.726756
10244,600153,2016-12-31,1.018468
10245,600153,2017-12-31,1.074867
10246,600153,2018-12-31,1.188115
10247,600153,2019-12-31,1.159414
10248,600153,2020-12-31,1.190418
10249,600156,2016-12-31,0.222671
10250,600156,2017-12-31,0.412162
10251,600156,2018-12-31,0.515805
10252,600156,2019-12-31,0.500069
10253,600156,2020-12-31,0.57495
10254,600157,2016-12-31,0.927629
10255,600157,2018-12-31,1.124559
10256,600157,2019-12-31,1.114113
10257,600157,2020-12-31,1.17725
10258,600158,2016-12-31,0.204916
10259,600158,2017-12-31,0.422913
10260,600158,2018-12-31,0.497156
10261,600158,2019-12-31,0.443009
10262,600158,2020-12-31,0.496372
10263,600159,2016-12-31,0.562962
10264,600159,2017-12-31,0.789081
10265,600159,2018-12-31,1.094273
10266,600159,2019-12-31,1.067197
10267,600159,2020-12-31,1.087333
10268,600160,2016-12-31,0.537456
10269,600160,2017-12-31,0.536216
10270,600160,2018-12-31,0.747852
10271,600160,2019-12-31,0.694492
10272,600160,2020-12-31,0.634861
10273,600161,2016-12-31,0.244517
10274,600161,2017-12-31,0.185384
10275,600161,2018-12-31,0.263467
10276,600161,2019-12-31,0.20809
10277,600161,2020-12-31,0.140116
10278,600162,2016-12-31,0.813024
10279,600162,2018-12-31,0.925659
10280,600162,2019-12-31,0.926462
10281,600162,2020-12-31,0.966787
10282,600163,2016-12-31,0.518277
10283,600163,2017-12-31,0.6877
10284,600163,2018-12-31,0.764529
10285,600163,2019-12-31,0.769019
10286,600163,2020-12-31,0.844702
10287,600165,2016-12-31,0.309842
10288,600165,2017-12-31,0.187248
10289,600165,2018-12-31,0.482149
10290,600165,2019-12-31,0.565732
10291,600165,2020-12-31,0.47086
10292,600166,2016-12-31,0.972159
10293,600166,2017-12-31,1.004832
10294,600166,2018-12-31,1.055104
10295,600166,2019-12-31,1.028433
10296,600166,2020-12-31,0.909068
10297,600167,2016-12-31,0.817677
10298,600167,2017-12-31,0.776572
10299,600167,2018-12-31,0.708005
10300,600167,2019-12-31,0.351777
10301,600167,2020-12-31,0.45053
10302,600168,2016-12-31,0.765322
10303,600168,2017-12-31,0.918407
10304,600168,2018-12-31,1.098822
10305,600168,2019-12-31,1.045243
10306,600168,2020-12-31,1.047264
10307,600169,2016-12-31,0.831693
10308,600169,2017-12-31,0.865938
10309,600169,2018-12-31,0.954233
10310,600169,2019-12-31,0.92829
10311,600169,2020-12-31,0.987407
10312,600170,2016-12-31,0.957601
10313,600170,2017-12-31,0.986691
10314,600170,2018-12-31,1.038155
10315,600170,2019-12-31,1.017534
10316,600170,2020-12-31,1.056167
10317,600171,2016-12-31,0.217088
10318,600171,2017-12-31,0.241493
10319,600171,2018-12-31,0.408162
10320,600171,2019-12-31,0.306688
10321,600171,2020-12-31,0.3737
10322,600172,2016-12-31,0.527624
10323,600172,2017-12-31,0.647831
10324,600172,2018-12-31,1.001889
10325,600172,2019-12-31,1.000134
10326,600172,2020-12-31,0.88595
10327,600173,2016-12-31,0.382324
10328,600173,2017-12-31,0.727012
10329,600173,2018-12-31,0.935391
10330,600173,2019-12-31,0.89654
10331,600173,2020-12-31,0.958596
10332,600175,2016-12-31,0.866462
10333,600175,2017-12-31,0.772121
10334,600175,2018-12-31,1.100457
10335,600175,2019-12-31,1.240222
10336,600176,2016-12-31,0.701774
10337,600176,2017-12-31,0.414702
10338,600176,2018-12-31,0.6116
10339,600176,2019-12-31,0.60332
10340,600176,2020-12-31,0.416064
10341,600177,2016-12-31,0.85085
10342,600177,2017-12-31,0.888318
10343,600177,2018-12-31,1.036046
10344,600177,2019-12-31,0.920768
10345,600177,2020-12-31,0.945909
10346,600178,2016-12-31,0.57146
10347,600178,2017-12-31,0.75632
10348,600178,2018-12-31,0.980343
10349,600178,2019-12-31,0.922109
10350,600178,2020-12-31,0.761722
10351,600179,2016-12-31,0.573053
10352,600179,2017-12-31,0.45137
10353,600179,2018-12-31,0.787128
10354,600179,2019-12-31,0.693595
10355,600179,2020-12-31,0.483674
10356,600180,2016-12-31,0.673709
10357,600180,2017-12-31,0.81978
10358,600180,2018-12-31,0.934051
10359,600180,2019-12-31,0.961558
10360,600180,2020-12-31,1.030259
10361,600183,2016-12-31,0.475687
10362,600183,2017-12-31,0.406629
10363,600183,2018-12-31,0.471212
10364,600183,2019-12-31,0.288757
10365,600183,2020-12-31,0.254175
10366,600184,2016-12-31,0.349119
10367,600184,2017-12-31,0.397853
10368,600184,2018-12-31,0.619728
10369,600184,2019-12-31,0.529666
10370,600184,2020-12-31,0.604228
10371,600185,2016-12-31,0.879638
10372,600185,2017-12-31,0.875925
10373,600185,2018-12-31,0.995358
10374,600185,2019-12-31,0.93927
10375,600185,2020-12-31,0.884691
10376,600186,2016-12-31,0.276569
10377,600186,2017-12-31,0.359867
10378,600186,2018-12-31,0.405763
10379,600186,2019-12-31,0.428739
10380,600186,2020-12-31,0.286751
10381,600187,2016-12-31,0.448003
10382,600187,2018-12-31,0.907744
10383,600187,2019-12-31,0.874229
10384,600187,2020-12-31,0.872054
10385,600188,2016-12-31,0.990599
10386,600188,2017-12-31,1.01877
10387,600188,2018-12-31,1.141215
10388,600188,2019-12-31,1.101053
10389,600188,2020-12-31,1.078227
10390,600189,2017-12-31,0.947461
10391,600189,2018-12-31,1.036266
10392,600189,2019-12-31,0.866101
10393,600189,2020-12-31,0.409421
10394,600190,2016-12-31,0.847882
10395,600190,2017-12-31,0.88759
10396,600190,2018-12-31,1.068908
10397,600190,2019-12-31,1.030709
10398,600190,2020-12-31,1.04811
10399,600192,2016-12-31,0.694366
10400,600192,2017-12-31,0.853773
10401,600192,2018-12-31,1.042604
10402,600192,2019-12-31,0.96069
10403,600192,2020-12-31,0.914442
10404,600193,2016-12-31,0.067561
10405,600193,2017-12-31,0.116568
10406,600193,2018-12-31,0.22928
10407,600193,2019-12-31,0.441838
10408,600193,2020-12-31,0.436423
10409,600195,2016-12-31,0.525789
10410,600195,2017-12-31,0.579474
10411,600195,2018-12-31,0.777739
10412,600195,2019-12-31,0.525393
10413,600195,2020-12-31,0.469629
10414,600196,2016-12-31,0.644005
10415,600196,2017-12-31,0.49899
10416,600196,2018-12-31,0.784174
10417,600196,2019-12-31,0.770053
10418,600196,2020-12-31,0.535843
10419,600197,2016-12-31,0.378714
10420,600197,2017-12-31,0.274977
10421,600197,2018-12-31,0.510124
10422,600197,2019-12-31,0.51714
10423,600197,2020-12-31,0.318206
10424,600199,2016-12-31,0.533853
10425,600199,2017-12-31,0.607892
10426,600199,2018-12-31,0.943197
10427,600199,2019-12-31,0.77317
10428,600199,2020-12-31,0.297818
10429,600200,2016-12-31,0.340874
10430,600200,2017-12-31,0.466429
10431,600200,2018-12-31,0.71415
10432,600200,2019-12-31,0.72781
10433,600200,2020-12-31,0.651543
10434,600201,2016-12-31,0.230788
10435,600201,2017-12-31,0.198348
10436,600201,2018-12-31,0.313841
10437,600201,2019-12-31,0.256233
10438,600201,2020-12-31,0.256878
10439,600202,2016-12-31,0.326202
10440,600202,2017-12-31,0.484379
10441,600202,2018-12-31,0.722318
10442,600202,2019-12-31,0.6263
10443,600202,2020-12-31,0.715226
10444,600203,2016-12-31,0.721719
10445,600203,2017-12-31,0.80677
10446,600203,2018-12-31,1.0127
10447,600203,2019-12-31,0.991594
10448,600203,2020-12-31,0.827039
10449,600206,2016-12-31,0.416732
10450,600206,2017-12-31,0.321557
10451,600206,2018-12-31,0.594327
10452,600206,2019-12-31,0.352236
10453,600206,2020-12-31,0.354488
10454,600207,2016-12-31,0.338712
10455,600207,2017-12-31,0.427264
10456,600207,2018-12-31,0.53485
10457,600207,2019-12-31,0.469202
10458,600207,2020-12-31,0.421901
10459,600208,2016-12-31,0.949984
10460,600208,2017-12-31,0.912217
10461,600208,2018-12-31,1.072434
10462,600208,2019-12-31,1.018798
10463,600208,2020-12-31,1.095857
10464,600210,2016-12-31,0.755438
10465,600210,2017-12-31,0.796028
10466,600210,2018-12-31,0.927024
10467,600210,2019-12-31,0.951372
10468,600210,2020-12-31,0.919291
10469,600211,2016-12-31,0.288039
10470,600211,2017-12-31,0.419324
10471,600211,2018-12-31,0.506526
10472,600211,2019-12-31,0.515567
10473,600211,2020-12-31,0.172816
